Load,Temp (C),DSin,DCos,YSin,YCos
1258,17.4,-0.8660254037894065,0.4999999999913954,0.41744853409799093,-0.9087005675025401
1275,16.5,-0.7071067811870154,0.7071067811860796,0.4167970863621048,-0.9089995537953031
1194,17.0,-0.5000000000051438,0.8660254037814689,0.4161454244855063,-0.9092980730650306
1047,15.5,-0.25881904511335596,0.965925826286165,0.4154935488029784,-0.9095961251583623
969,15.6,-1.9433632519992626e-12,1.0,0.41484145964943986,-0.9098937099221657
928,15.3,0.2588190450955456,0.9659258262909373,0.414189157359919,-0.9101908272035487
911,15.1,0.5000000000017778,0.8660254037834122,0.4135366422695538,-0.9104874768498593
903,14.9,0.7071067811842671,0.707106781188828,0.41288391471359137,-0.9107836587086857
915,13.8,0.8660254037801872,0.5000000000073637,0.4122309750273623,-0.9110793726278684
953,13.7,0.9659258262892678,0.2588190451017759,0.4115778235463836,-0.9113746184554526
1126,15.6,1.0,4.5067074035937815e-12,0.4109244606062037,-0.9116693960397598
1246,16.7,0.9659258262916007,-0.2588190450930696,0.4102708865425053,-0.9119637052293401
1325,18.0,0.866025403784694,-0.49999999999955785,0.40961710169107984,-0.912257545872984
1362,19.6,0.7071067811906405,-0.7071067811824545,0.4089631063878268,-0.9125509178197231
1388,21.0,0.5000000000095837,-0.8660254037789056,0.4083089009687539,-0.9128438209188297
1430,21.9,0.2588190451042519,-0.9659258262886045,0.40765448576995084,-0.9131362550198283
1436,23.4,7.0700515551883e-12,-1.0,0.40699986112769304,-0.91342821997245
1433,24.0,-0.25881904510464965,-0.9659258262884979,0.4063450273782856,-0.9137197156267015
1416,25.0,-0.49999999999733796,-0.8660254037859756,0.40568998485816693,-0.914010741832819
1411,25.7,-0.707106781180642,-0.7071067811924531,0.4050347339038829,-0.9143012984412802
1441,26.0,-0.8660254037848998,-0.49999999999920125,0.40437927485208625,-0.9145913853028034
1465,25.4,-0.965925826287941,-0.2588190451067279,0.4037236080395368,-0.9148810022683488
1441,25.6,-1.0,-9.633395706782818e-12,0.403067733803075,-0.9151701491891294
1411,24.3,-0.9659258262891612,0.2588190451021737,0.4024116524797259,-0.9154588259165654
1412,22.7,-0.8660254037872572,0.499999999995118,0.401755364406543,-0.9157470323023524
1406,21.8,-0.7071067811942656,0.7071067811788294,0.4010988699207121,-0.9160347681984171
1312,20.5,-0.5000000000014212,0.8660254037836181,0.40044216935952476,-0.9163220334569271
